存储模块2354-20,2354-20,日本以外国家专用
AC电源模块2361,2361,各种系统升级
AC电源模块2361-20,2361-20,
DC电源模块2362,2362,
DC电源模块2362-20,2362-20,
FA服务器2371,2371,各种系统升级
FA服务器2371-20,2371-20,
绿色电力证书2385,2385,
节能技术指南文件2386,2386,
提高节能意识的东西2387,2387,
模块底座2391-01,2391-01,各种系统升级
模块底座2391-02,2391-02,各种系统升级
模块底座2391-03,2391-03,各种系统升级
模块底座2392-01,2392-01,各种系统升级
模块底座2392-02,2392-02,各种系统升级
系统控制器2500-01,2500-01,
系统控制器2500-02,2500-02,
CD/DVD光学拾取评价装置2501-01,2501-01,
CD/DVD光学拾取组件调节装置501-02,2501-02,
前置放大器单元2502,2502,
操作单元（用于评价装置）2503,2503,2511-01选件
操作单元2503-01,2503-01,用于2211
操作单元（用于组件调节装置）2504,2504,2511-02选件
仪表单元2505,2505,
在轨检查2506,2506,
驱动单元2507,2507,
驱动单元2507-01,2507-01,
驱动单元2508,2508,2511-01附件
机械单元2509,2509,用于2501-01、2511-01
用于绘图仪输出的控制器2510,2510,
光学拾取评价装置2511-01,2511-01,
光学拾取评价装置2511-02,2511-02,
前置放大器单元2512,2512,"2511-01, -02选件"
前置放大器单元2512-01,2512-01,用于2511-01、2511-02
驱动单元2513,2513,2511-02选件
驱动单元2513-01,2513-01,
驱动单元2513-02,2513-02,
驱动单元2513-03,2513-03,
机械单元2514,2514,2511-02选件
机械单元2514-01,2514-01,用于2511-02
机械单元2514-02,2514-02,用于2511-02
机械单元2514-03,2514-03,用于2511-02
机械单元2514-04,2514-04,用于2511-02
机械单元2514-05,2514-05,用于2511-02
机械单元2515,2515,
机械单元2515-01,2515-01,
用于绘图仪输出的控制器2520,2520,
光学拾取评价装置2521,2521,
光学拾取评价装置2522,2522,
前置放大器单元2523,2523,
PD信号盒2526,2526,
接口控制器2530,2530,
单相系统机架2901,2901,
三相系统机架2902,2902,
用于更换的耦合器2TPF/2TPM,2TPF/2TPM,用于PSR-3101
用于更换的耦合器2TSF/2TSM,2TSF/2TSM,用于PSR-3101
模拟万用表3000,3000,
模拟万用表3000,3000-01,
模拟万用表3000,3000-02,
万用表3001,3001,
万用表3002,3002,
万用表3003,3003,
万用表3004,3004,
万用表3005,3005,
万用表3006,3006,
万用表3007,3007,
模拟万用表3008,3008,
模拟万用表3008,3008-01,
万用表3009,3009,
万用表3010,3010,
万用表3011,3011,
卡片式万用表3012,3012,
模拟万用表3015,3015,
模拟万用表3015,3015-01,
模拟万用表3015,3015-02,
万用表3020,3020,
万用表3021,3021,
万用表3022,3022,
模拟万用表3030,3030,
模拟万用表3030,3030-01,
模拟万用表3030,3030-02,
模拟万用表3030,3030-10,带携带盒
模拟万用表3030,3030-11,吸塑包装
模拟万用表3030,3030-12,美国专用
万用表3080,3080,
万用表3080,3080-01,
万用表3081,3081,
钳形表3100,3100,
钳形表3101,3101,
钳形表3102,3102,
钳形表3103,3103,
钳形表3104,3104,
钳形表3105,3105,
钳形表3106,3106,
泄漏电流钳形表3107,3107,
泄漏电流钳形表3107,3107-01,
直流钳形表3108,3108,
直流钳形表3108,3108-01,AC/DC 250A
直流钳形表3109,3109,
直流钳形表3109,3109-01,AC/DC 2000A
兆欧表3110,3110-01,
兆欧表3110,3110-02,
兆欧表3110,3110-03,
兆欧表3110,3110-04,
兆欧表3110,3110-05,
兆欧表3110,3110-11,
兆欧表3110,3110-12,
兆欧表3110,3110-13,
兆欧表3110,3110-14,
兆欧表3110,3110-15,
兆欧表3111,3111,
兆欧表3111,3111-02,
兆欧表3111,3111-10,
兆欧表3111,3111-12,
电子式绝缘电阻表3112,3112,
电子式绝缘电阻表3114,3114,
电子式绝缘电阻表3115,3115,
电子式绝缘电阻表3116,3116,
兆欧表3117,3117-11,
兆欧表3117,3117-12,
兆欧表3117,3117-13,
兆欧表3117,3117-14,
兆欧表3117,3117-15,
兆欧表3118,3118-11,250Ｖ/50MΩ、500V/100MΩ
兆欧表3118,3118-12,500V/200MΩ、1000V/2000MΩ
电子式绝缘电阻表3119,3119-11,
验电笔3120,3120,
验电笔3120,3120-20,日本以外国家专用
验电笔3120,3120-21,
漏电断路器测试仪3121,3121,
相序表3122,3122,
带电压测试仪的相序表3123,3123,
带电压测试仪的相序表3123,3123-01,
带电压测试仪的相序表3123,3123-02,
现场测试包3124,3124,
现场测试包3124,3124-01,
电工用测试仪3125,3125,
相序表3126,3126,带软包
相序表3126,3126-01,
相序表3126,3126-02,吸塑包装
钳形表3127,3127,
钳形表3127-01,3127-01,吸塑包装
钳形表3127-10,3127-10,AC300A
钳形表3127,3127-11,美国专用
钳形表3128,3128,1500A
钳形表3128-10,3128-10,AC1500A
相序表3129,3129,带软包
相序表3129-10,3129-10,宽夹式
钳形功率计3131,3131,100kW 单相用
钳形功率计3132,3132,500kW 单相用
钳形功率计3133,3133,200kW 三相用
钳形功率计3133-01,3133-01,200kW RMS 三相用
钳形功率计3134,3134,1000kW 三相用 
钳形功率计3134-01,3134-01,1000kW RMS 三相用
钳形功率计3135,3135,200kW 三相4线用
钳形功率计3135-01,3135-01,200kW RMS 三相4线用
钳形功率计3136,3136,1000kW 三相4线用
钳形功率计3136-01,3136-01,1000kW RMS 三相4线用
累积测试仪3141,3141,用于3133～3136､3163
数码打印机3142,3142,
接地电阻计3143,3143,适用于D种
噪音探测仪3144,3144,简单的频谱分析仪
噪音探测仪3144-20,3144-20,日本以外国家专用
噪音测试仪3145,3145,仅主机，钳形传感器另售
噪音测试仪3145-20,3145-20,日本以外国家专用
接地电阻计3150,3150,
接地电阻计3151,3151,适用于A〜D种
焊接机测试仪3152,3152,
自动绝缘/耐压测试仪3153,3153,
绝缘电阻测试仪3154,3154,
绝缘电阻测试仪3154,3154-50,AC/DC耐压绝缘
泄漏电流测试仪3155,3155,台式
泄漏电流测试仪3155,3155-01,
泄漏电流测试仪3156,3156,用于设备的泄漏电流试验
交流接地电阻测试仪3157,3157,电源电压切换型
接地导通电阻测试仪3157,3157-01,用于设备的泄漏电流试验
泄漏电流测试仪3158,3158,AC100〜120V电源
泄漏电流测试仪3158,3158-01,AC100〜120V/200〜240V电源切换
泄漏电流测试仪3158,3158-02,电源AC100V
泄漏电流测试仪3158,3158-03,电源AC120V
泄漏电流测试仪3158,3158-04,电源AC200V
泄漏电流测试仪3158,3158-05,电源AC220V
绝缘/耐压测试仪3159,3159,电源AC230V
绝缘/耐压测试仪3159,3159-01,电源AC240V
绝缘/耐压测试仪3159,3159-02,电源AC100V
绝缘/耐压测试仪3159,3159-03,电源AC120V
绝缘/耐压测试仪3159,3159-04,电源AC220V
钳形功率计3161,3161,电源AC230V
钳形功率计3162,3162,电源AC240V
钳形功率因数测试仪3163,3163,200kW 三相用
DC钳形功率计3164,3164,1000kW
DC钳形功率计3164,3164-01,
DC钳形功率计3164,3164-02,
DC钳形功率计3164,3164-03,带9001-01
钳形功率计3165,3165,带9002-01
钳形功率计3166,3166,带9001-01､9002-01
AC/DC钳形功率计3167,3167,仅主机，钳形传感器另售
钳形功率计3168,3168,仅主机，钳形传感器另售
钳形功率计3168-01,3168-01,仅主机，钳形传感器另售
3168　500A套装3168,3168-91,仅主机，钳形传感器另售
3168　100A套装3168,3168-98,仅主机，钳形传感器另售，RS-485
钳式功率计3169,3169,500A钳形传感器等的套装
钳式功率计3169-01,3169-01,100A钳形传感器等的套装
钳式功率计3169-20,3169-20,仅主机，钳形传感器另售
钳式功率计3169-21,3169-21,带D/A输出
数码打印机3171,3171,日本以外其等国家专用的仅主机，钳形传感器另售
GP-IB接口适配器3172,3172,日本以外其等国家专用的仅主机，钳形传感器另售，带D/A输出
便携式耐压测试仪3173,3173,用于功率计
便携式耐压测试仪3173,3173-01,
便携式耐压测试仪3173,3173-02,电源AC100V
便携式耐压测试仪3173,3173-03,电源AC120V
便携式耐压测试仪3173,3173-04,电源AC220V
AC自动绝缘耐压测试仪3174,3174,电源AC230V
AC自动绝缘耐压测试仪3174,3174-01,电源AC240V
数字功率计3181,3181,AC耐压绝缘
数字功率计3181-01,3181-01,带GP-IB
数字功率计3182,3182,125V/2000W
数字功率计3183,3183,250V/2000W
数字功率计3184,3184,200/2000W 
数字功率计3184-01,3184-01,20/200W
数字功率计3184-02,3184-02,20kW三相
数字功率计3185,3185,带BCD输出
数字功率计3185-01,3185-01,带GP-IB
数字功率计3185-02,3185-02,2000W三相
数字功率计3186,3186,带BCD输出
AC/DC功率计3187,3187,带GP-IB
AC/DC功率计3188,3188,单相专用
AC/DC功率计3189,3189,单相专用
数字功率计3191,3191,三相3线
AC/DC数字功率计3192,3192,三相4线
功率分析仪3193,3193,仅主机，输入单元另售
功率分析仪3193-10,3193-10,仅主机，输入单元另售
马达/谐波功率分析仪3194,3194,仅主机，输入单元另售
数字功率分析仪3195,3195,仅主机，无FDD
电能质量分析仪3196,3196,仅主机，输入单元另售
电能质量分析仪3196-20,3196-20,仅主机，输入单元另售
电能质量分析仪3197,3197,仅主机，钳形传感器另售
电能质量分析仪3197-20,3197-20,美国专用
数字万用表3200,3200,仅主机，钳形传感器另售
数字万用表3200,3200-01,
数字万用表3200,3200-50,AC250V保护
数字万用表3200,3200-51,AC250V保护，带携带盒
数字万用表3201,3201,AC600V保护，带保险丝
钳形表3202,3202,AC600V保护，带携带盒
万用表3203,3203,
数字兆欧表3204,3204,
数字万用表3205,3205,
钳形表3206,3206,
袖珍数字万用表3207,3207,
万用表3208,3208,
数字万用表3209,3209,
袖珍数字万用表3210,3210,
笔式万用表3211,3211,
数字万用表3212,3212,
数字万用表3212,3212-01,
笔式万用表3214,3214,
万用表3215,3215,带携带盒
数字万用表3216,3216,
数字万用表3216,3216-01,
卡片型万用表3217,3217,
笔式万用表3218,3218,带携带盒
笔式万用表3218,3218-01,
毫欧表3220,3220,
可编程万用表3222,3222,吸塑包装
可编程万用表3222-02,3222-02,
可编程万用表3222-03,3222-03,
可编程万用表3222-04,3222-04,带模拟输出
可编程万用表3222-05,3222-05,带BCD输出
数字万用表3223,3223,带GP-IB
数字万用表3223-01,3223-01,带打印机的连接单元
数字万用表3223-02,3223-02,
毫欧表3224,3224,带GP-IB
毫欧表3224-01,3224-01,待打印机
毫欧表3224-02,3224-02,
毫欧表3224-03,3224-03,带GP-IB
AC毫欧表3225,3225,待打印机
AC毫欧表3225-01,3225-01,带BCD输出
AC毫欧表3225-02,3225-02,
AC毫欧表3225-03,3225-03,带GP-IB
毫欧表3226,3226,待打印机
毫欧表3227,3227,带BCD输出
维修万用表3228,3228,比较器，带BCD
数字万用表3230,3230,带比较器
数字万用表3231,3231,
数字万用表3231,3231-01,
数字万用表3231-50,3231-50,
数字万用表3231-50,3231-51,带携带盒
数字万用表3232,3232,带600V保险丝
数字万用表3233,3233,带600V保险丝和携带盒
万用表3234,3234,
数字万用表3235,3235,
数字万用表3236,3236,
数字万用表3237,3237,
数字万用表3237,3237-01,带比较器
数字万用表3238,3238,带RS-232C
数字万用表3238,3238-01,带RS-232C、GP-IB
数字万用表3239,3239,带RS-232C
数字万用表3239,3239-01,带RS-232C、GP-IB
卡片型万用表3240,3240,带RS-232C
卡片型万用表3240,3240-01,带RS-232C、GP-IB
卡片型万用表3241,3241,
数字万用表3242,3242,吸塑包装
数字万用表3242,3242-01,带时钟
数字万用表3243,3243,
卡片型万用表3244,3244,吸塑包装
卡片型万用表3244,3244-01,
卡片型万用表3244,3244-02,
卡片型万用表3244-50,3244-50,纸盒包装
卡片型万用表3244-50,3244-51,吸塑包装
卡片型万用表3244-50,3244-52,
卡片型万用表3244-50,3244-53,日本以外国家专用
卡片型万用表3244-50,3244-54,日/韩文说明书
卡片型万用表3244-50,3244-55,中/英文说明书
卡片型万用表3244-60,3244-60,英文说明书/PoP封装
卡片型万用表3244-60,3244-61,吸塑包装
卡片型万用表3244-60,3244-62,
卡片型万用表3244-60,3244-63,"日本以外国家专用,带英文说明书"
卡片型万用表3244-60,3244-64,"日本以外国家专用,带日/韩文说明书"
卡片型万用表3244-60,3244-65,"日本以外国家专用,带中/英文说明书"
太阳能万用表3245,3245,"日本以外国家专用,PoP封装"
太阳能万用表3245,3245-01,吸塑包装
太阳能万用表3245-60,3245-60,
太阳能万用表3245-60,3245-61,日本以外国家专用
笔式万用表3246,3246,
笔式万用表3246,3246-01,"日本以外国家专用,带英文说明书"
笔式万用表3246,3246-02,
笔式万用表3246,3246-10,带英文说明书
笔式万用表3246-20,3246-20,带中英文说明书
笔式万用表3246-60,3246-60,吸塑包装
笔式万用表3246-60,3246-61,蓝色透明款
笔式万用表3246-60,3246-62,
笔式万用表3246-60,3246-65,"日本以外国家专用,带英文说明书"
笔式万用表3246-70,3246-70,"日本以外国家专用,带中/英文说明书"
数字万用表3251,3251,吸塑包装
数字万用表3252,3252,蓝色透明款
数字万用表3253,3253,
数字万用表3255,3255,带柱状图
数字万用表3255-50,3255-50,带柱状图
数字万用表3256,3256,工业电力线用
数字万用表3256,3256-01,
数字万用表3256-50,3256-50,
数字万用表3256-50,3256-51,带携带盒
数字万用表3257,3257,平均值整流型，带携带盒
数字万用表3257-50,3257-50,平均值整流型，带保护壳
数字万用表3257-50,3257-51,带携带盒
电压测试计（非接触式）3258,3258,有效值整流型，带携带盒
钳形表3261,3261,有效值整流型，带保护壳
钳形表3261,3261-01,
钳形表3261-50,3261-50,
钳形表3261-50,3261-51,带携带盒、温度探头
钳形表3262,3262,带携带盒、600V保险丝
钳形表3262,3262-01,带携带盒、温度探头、600V保险丝
钳形表3262-50,3262-50,
钳形表3262-50,3262-51,带携带盒、温度探头
钳形表3263,3263,带携带盒、600V保险丝
钳形表3263,3263-01,带携带盒、温度探头、600V保险丝
AC/DC钳形表3264,3264,
AC/DC钳形表3265,3265,RMS型
P.F.钳形表3266,3266,
P.F.钳形表3267,3267,
钳形相序表3268,3268,
电源3269,3269,
电流监视器3270,3270,AC10A、300V、相位角测量
AC电流监视器3271,3271,用于驱动CT6700s/3270s4个
电源3272,3272,用于钳形传感器9273〜9276
钳式电流探头3273,3273,AC钳形传感器9273/9275专用
钳式电流探头3273-50,3273-50,用于驱动CT6700s/3270s1个
钳式电流探头3274,3274,频带15A、50MHz
钳式电流探头3275,3275,频带30A、50MHz
钳式电流探头3276,3276,频带150A、10MHz
钳形表3280,3280,频带500A、2MHz
钳形表3280,3280-01,频带30A、100MHz
钳形表3280-10,3280-10,
AC钳形表3280-10F,3280-10F,吸塑包装
钳形表3280-10,3280-11,1000A
钳形表3280-10,3280-12,平均值整流
AC钳形表3280-10F,3280-12F,吸塑包装
AC钳形表3280-10F,3280-13F,英文吸塑包装
AC钳形表3280-10F,3280-14F,
AC钳形表3280-10F,3280-15F,
AC钳形表3280-10F,3280-18F,
AC钳形表3280-10F,3280-19F,
钳形表3280-20,3280-20,
AC钳形表3280-20F,3280-20F,
钳形表3280-20,3280-22,1000A、RMS
AC钳形表3280-20F,3280-22F,真有效值型
AC钳形表3280-20F,3280-23F,英文吸塑包装
AC钳形表3280-20F,3280-24F,真有效值型
AC钳形表3280-20F,3280-25F,真有效值型
AC钳形表3280-20F,3280-28F,真有效值型
AC钳形表3280-20F,3280-29F,真有效值型
AC钳形表套装3280-70F,3280-70F,真有效值型
AC钳形表套装3280-70F,3280-72F,真有效值型
AC钳形表套装3280-70F,3280-73F,3280-10F和CT6280的套装
AC钳形表套装3280-70F,3280-74F,3280-10F和CT6280的套装
AC钳形表套装3280-70F,3280-75F,3280-10F和CT6280的套装
AC钳形表套装3280-70F,3280-78F,3280-10F和CT6280的套装
AC钳形表套装3280-70F,3280-79F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-90F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-92F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-93F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-94F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-95F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-98F,3280-10F和CT6280的套装
AC钳形表套装3280-90F,3280-99F,3280-10F和CT6280的套装
数字钳形表3281,3281,3280-10F和CT6280的套装
数字钳形表3282,3282,3280-10F和CT6280的套装
数字钳形表3282,3282-01,
泄漏电流钳形表3283,3283,带模拟/波形输出
泄漏电流钳形表3283,3283-10,标准品、CAT III 600V
泄漏电流钳形表3283-20,3283-20,
交直流钳形表3284,3284,带波形/模拟输出
交直流钳形表3285,3285,"非CE标识产品,带波形/模拟输出"
交直流钳形表3285-20,3285-20,AC/DC 2000A、RMS
钳式功率计3286,3286,AC200〜1000A
钳式功率计3286-20,3286-20,AC20〜1000A
交直流钳形表3287,3287,
交/直流钳形表3288,3288,平均值整流
交/直流钳形表3288-20,3288-20,真有效值整流
交/直流钳形表3290,3290,AC/DC 20〜2000A、钳形传感器另售
交/直流钳形表3290-10,3290-10,带电流累积、产能利用率的测量功能
交/直流钳形表3290,3290-93,套装
折叠式钳形表3291,3291,AC1000A
折叠式钳形表3291,3291-02,英文吸塑包装
折叠式钳形表3291-50,3291-50,
折叠式钳形表3293,3293,RMS
折叠式钳形表3293-50,3293-50,
功率计3300,3300,
DC电流/电压测试仪3301,3301,
DC电流测试仪3301,3301-01,1/2/10/20mA
DC电流测试仪3301,3301-02,10/20/50/100/200mA
DC电流测试仪3301,3301-03,50mV/0.1/0.2/0.5/1A
DC电流测试仪3301,3301-04,50mV/1/2/5/10A
DC电流测试仪3301,3301-05,50mV/10/20/50/100A
DC电流测试仪3301,3301-06,3/7.5/15/30/75V
DC电流测试仪3301,3301-07,30/75/150/300/750V
AC电流/电压测试仪3302,3302,
AC电流测试仪3302,3302-01,5/10/20/50/100mA
AC电流测试仪3302,3302-02,50/100/200/500/1000mA
AC电流测试仪3302,3302-03,0、5/1/2/5/10A
AC电流测试仪3302,3302-04,5/10/20/50/100A
AC电流测试仪3302,3302-05,3/7、5/15/30/75V
AC电流测试仪3302,3302-06,30/75/150/300/750V
功率计3303,3303,
功率计3303,3303-01,0.2/1A
功率计3303,3303-02,1/5A
功率计3303,3303-03,5/25A
功率因数测试仪3304,3304,
力率計3304,3304-01,0.2/1A
功率因数测试仪3304,3304-02,1/5A
功率因数测试仪3304,3304-03,5/25A
频率测试仪3305,3305,
频率测试仪3305,3305-01,45-55Hz､55-65Hz
频率测试仪3305,3305-02,300-500Hz
功率计3330,3330,
功率计3330,3330-01,
单相功率计3331,3331,单相〜三相用
单相功率计3332,3332,用于微小功率测量、单相专用
单相功率计3333,3333,用于一般功率测量、单相专用
单相功率计3333,3333-01,带GP-IB
交直流单相功率计3334,3334,用于一般功率测量、DC/单相专用
交直流单相功率计3334,3334-01,带GP-IB
交直流单相功率计3334,3334-10,钳形传感器款
交直流单相功率计3334,3334-20,"电流量程1/10,无GP-IB"
交直流单相功率计3334,3334-21,"电流量程1/10,带GP-IB"
电源线监视器3351,3351,仅限主机
电源线监视器3351,3351T,
Ior泄漏电流测试仪3355,3355,
Ior泄漏电流测试仪3355,3355-00,9800传感器×1等的套装
Ior泄漏电流测试仪3355,3355-01,9801传感器×1等的套装
Ior泄漏电流测试仪3355,3355-04,"9800, 9801传感器各1等的套装"
功率分析仪3370,3370,
功率分析仪3370,3370-00,
功率分析仪3371,3371,仅主机，输入单元另售
功率分析仪3371,3371-00,3390高精度版
功率分析仪3390,3390,
功率分析仪3390-10,3390-10,
多功能速测仪3401,3401,
转速计3402,3402,
转速计3402,3402-01,带9210接触转换器
转速计3403,3403,
转速计3403,3403-01,带接触转换器
转速计3404,3404,
转速计3404,3404-01,带接触转换器
温度计3411,3411,
温度计3412,3412,
温度计3412,3412-01,带9180
温度计3412,3412-02,带9180
温度计3412,3412-03,带9180/9181
温度计3412-50,3412-50,带输出
温度计3412-50,3412-51,带9180
温度计3412-50,3412-52,带9181
温度计3412-50,3412-53,带9180/9181
温度计3413,3413,
温度计3414,3414,
温度计3414,3414-01,带9183
红外测温仪3415,3415,
红外测温仪3415,3415-01,用于长焦/窄区域测量
红外测温仪3415,3415-02,
红外测温仪3416,3416,
红外测温仪3416,3416-01,用于短焦/微小面积测量
红外测温仪3416,3416-02,
红外测温仪3417,3417,
红外测温仪3418,3418,非接触式、面测量型、无标记点
红外测温仪3418-01,3418-01,
红外测温仪3419,3419,手枪式
红外测温仪3419-20,3419-20,手枪式
照度计3421,3421,
数字照度计3422,3422,
照度计3423,3423,
噪音计3430,3430,
噪音计3431,3431,
温度计3441,3441,K型热电偶
温度计3441-02,3441-02,热电偶
温度计3442,3442,K型热电偶、防溅构造
温度计3442,3442-03,热电偶、防溅构造
红外测温仪3443,3443,用于长焦/窄区域测量
红外测温仪3443-01,3443-01,非接触式、面测量型
红外测温仪3444,3444,用于长焦/窄区域测量
红外测温仪3444-01,3444-01,非接触式、用于面测量型
红外测温仪3445,3445,用于短焦/微小面积测量
红外测温仪3445-01,3445-01,非接触式、用于微小面积测量
温度计3446,3446,K型热电偶
温度计3446-01,3446-01,
温度计3447,3447,Pt100，防水构造
温度计3447-01,3447-01,Pt100，防水构造
兆欧表3450,3450-11,125V 20MΩ
兆欧表3450,3450-12,250V 50MΩ
兆欧表3450,3450-13,500V 100MΩ
兆欧表3451,3451-11,125V/20MΩ
兆欧表3451,3451-12,250V/50MΩ
兆欧表3451,3451-13,500V/100MΩ
兆欧表3451,3451-14,500V/1000MΩ
兆欧表3451,3451-15,1000V/2000MΩ
兆欧表3451,3451-23,"吸塑包装, 500V/100MΩ"
兆欧表3452,3452-11,25/50/100V、20MΩ
兆欧表3452,3452-12,125/250/500V、100MΩ
兆欧表3452,3452-13,250/500/1000V、2000MΩ
电子式绝缘电阻表3453,3453,125/250/500/1000V、4000MΩ
电子式绝缘电阻表3453,3453-01,半硬壳式
电子式绝缘电阻表3454,3454-10,50/125/250/500V、2000MΩ
电子式绝缘电阻表3454,3454-11,250/500/1000V、4000MΩ
电子式绝缘电阻表3454,3454-51,日本以外国家专用（非CE标识产品）
高压绝缘电阻计3455,3455,250V〜5kV/5 TΩ
高压绝缘电阻计3455-20,3455-20,中国专用
接地故障监控器3458,3458,
2D红外测温仪3460,3460,非接触式，64分区温度分布显示
2D红外测温仪3460-50,3460-50,非接触式，64分区温度分布显示
磁场测试仪3470,3470,
磁场测试仪3470,3470-01,标配磁场传感器3471
磁场测试仪3470,3470-02,标配磁场传感器3471/3472
磁场测试仪3470,3470-10,
磁场测试仪3470,3470-12,
磁场测试仪3470,3470-13,3470-10和3472的套装
磁场探头3471,3471,用于3470
磁场探头3472,3472,用于3470
验电笔3480,3480,AC40〜600V
验电笔3480-21,3480-21,日本以外国家专用200V
验电笔3481,3481,AC40〜600V、带灯
验电笔3481-20,3481-20,
验电笔3481-21,3481-21,日本以外国家专用200V
验电笔3481-22,3481-22,日本以外国家专用100V
模拟兆欧表3490,3490,"250/500V、100MΩ, 1000V/4000MΩ"
电容测试仪3501,3501,直流充放电测量方式
C测试仪3502,3502,
C测试仪3503,3503,
C测试仪3504,3504,120Hz、1kHz测量方式
C测试仪3504,3504-05,
C测试仪3504-10,3504-10,120Hz、1kHz测量方式
C测试仪3504-40,3504-40,120Hz、1kHz测量方式
C测试仪3504-50,3504-50,带校准功能
C测试仪3504-60,3504-60,带比较、校准功能
C测试仪3505,3505,1kHz、100kHz、1MHz测量方式
C测试仪3506,3506,1kHz、1MHz测量方式
C测试仪3506-10,3506-10,1kHz、1MHz测量方式
L测试仪3510,3510,
LCR测试仪3511,3511,
LCR测试仪3511-50,3511-50,120Hz、1kHz测量方式
LCR测试仪3520,3520,
LCR测试仪3520-01,3520-01,带GP-IB
LCR测试仪3520-02,3520-02,带打印接口
LCR测试仪3521,3521,
LCR测试仪3522,3522,
LCR测试仪3522-50,3522-50,DC、1mHz〜100kHz测量方式
LCR测试仪3530,3530,
Z测试仪3531,3531,
LCR测试仪3532,3532,120Hz、1kHz测量方式
LCR测试仪3532-50,3532-50,42Hz〜5MHz测量方式
化学阻抗测试仪3532-80,3532-80,4Hz〜1MHz测量、用于电化学
LCR测试仪3535,3535,另需前置放大器单元
微电阻计3540,3540,低电阻表
微电阻计（带BCD）3540-01,3540-01,带BCD
微电阻计（带打印接口）3540-02,3540-02,带打印接口
微电阻计（带RS-232C）3540-03,3540-03,带RS-232C接口
电阻计3541,3541,0.1μΩ〜110MΩ
电池测试仪3550,3550,适用于中型充电电池
电池测试仪3551,3551,适用于大型充电电池
电池测试仪3554,3554,适用于中大型铅蓄电池
电池测试仪3555,3555,适用于Ni-Cd/Ni-MH等小型充电电池
交流微电阻计3560,3560,接点电阻计
电池测试仪3561,3561,
电池测试仪3561-01,3561-01,带GP-IB
通用计数器3601,3601,
通用计数器3601-01,3601-01,带GP-IB
特定的低功率无线电波监视器3605,3605,
激光位移计3610,3610,
激光位移计3611,3611,
数据分析仪3620,3620,
温湿度采集仪3625,3625,图表显示
温湿度采集仪3631,3631,标配温湿度传感器9630
温湿度采集仪3631-20,3631-20,标配温湿度传感器
温度采集仪（内置传感器）3632,3632,内置温度传感器
温度采集仪3632-20,3632-20,内置温度传感器，日本以外国家专用
温度采集仪（外置传感器）3633,3633,外置温度传感器（另售）
温度采集仪3633-20,3633-20,外置温度传感器（另售），日本以外国家专用
仪表信号采集仪3634,3634,DC 0-20mA
仪表信号采集仪3634-20,3634-20,DC 0−20mA
电压采集仪（0-1V）3635-01,3635-01,
电压采集仪（0-0.2V）3635-02,3635-02,
电压采集仪（0-3.5V）3635-03,3635-03,
电压采集仪（500mV）3635-04,3635-04,±500mV
电压采集仪（5V）3635-05,3635-05,±5V
电压采集仪（50V）3635-06,3635-06,±50V
电压采集仪（0-1V）3635-21,3635-21,0-1V
电压采集仪（0-0.2V）3635-22,3635-22,0-0.2V
电压采集仪（0-3.5V）3635-23,3635-23,0-3.5V
电压采集仪（500mV）3635-24,3635-24,日本以外国家专用
电压采集仪（5V）3635-25,3635-25,日本以外国家专用
电压采集仪（50V）3635-26,3635-26,日本以外国家专用
钳形采集仪3636,3636,AC500A（钳形传感器另售）
钳形采集仪3636-20,3636-20,AC500A（钳形传感器另售）
AC电压采集仪3637,3637,AC600V
AC电压采集仪3637-20,3637-20,AC600V
泄漏电流采集仪3638,3638,AC1000mA （钳形传感器另售）
泄漏电流采集仪3638-20,3638-20,AC1000mA（钳形传感器另售）
脉冲采集仪3639,3639,脉冲累积
脉冲采集仪3639-20,3639-20,脉冲累积，日本以外国家专用
负载曲线采集仪3639-51,3639-51,3639LC负载曲线测量仪
负载曲线采集仪3639-52,3639-52,
照度采集仪3640,3640,标配照度传感器
照度采集仪3640-20,3640-20,标配照度传感器
温湿度采集仪3641,3641,标配9680温湿度传感器
温湿度采集仪3641-20,3641-20,标配温湿度传感器，日本以外国家专用
电压采集仪3645,3645,±50V、预热功能
电压采集仪3645-20,3645-20,日本以外国家专用
温度采集仪3650,3650,
负载测量仪3655,3655,
无线多功能采集仪3655-10,3655-10,
负载测量仪3655-50,3655-50,
负载测量仪3655-51,3655-51,
负载测量仪3655-52,3655-52,
负载测量仪3655-60,3655-60,
LAN线测试仪3660,3660,用于接线/断线检查
光功率计3661,3661,
光功率计3661-20,3661-20,日本以外国家专用
激光光源3662,3662,波长1550 nm
激光光源3662-20,3662-20,日本以外国家专用
激光光源3663,3663,波长1310 nm
激光光源3663-20,3663-20,日本以外国家专用
光功率计3664,3664,
光功率计3664,3664-01,
LAN线测试仪3665,3665,
LAN线测试仪3665-20,3665-20,日本以外国家专用
温湿度采集仪3670,3670,无线式
电压采集仪3671,3671,无线式
脉冲采集仪3672,3672,无线式
负载曲线测试仪3672LC,3672-51,"別名3672LC,标配9658-51"
钳形采集仪3673,3673,无线式
A电压采集仪3674,3674,无线式
数字万用表3801,3801,用于高精度测量，RMS
